,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_2p,NBA_2pa,NBA_2pp,NBA_3p,NBA_3pa,NBA_3pp,NBA_ast,NBA_blk,NBA_drb,NBA_fg,NBA_fga,NBA_fgp,NBA_ft,NBA_fta,NBA_ftp,NBA_g,NBA_mp,NBA_orb,NBA_pts,NBA_stl,NBA_tov,NBA_trb,NCAA_2p,NCAA_2pa,NCAA_2pp,NCAA_3p,NCAA_3pa,NCAA_3pp,NCAA_ast,NCAA_blk,NCAA_drb,NCAA_fg,NCAA_fga,NCAA_fgp,NCAA_ft,NCAA_fta,NCAA_ftp,NCAA_g,NCAA_mp,NCAA_orb,NCAA_pts,NCAA_stl,NCAA_tov,NCAA_trb
4151,/players/s/stewano01.html,Norm Stewart,1957,1957,F,Missouri,6-5,205,"January 20, 1935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,16.1,.403,,,,63,,,17.7,,,
4152,/players/s/stiemgr01.html,Greg Stiemsma,2012,2015,C,Wisconsin,6-11,260,"September 26, 1985",1.7,3.7,.457,0.0,0.0,,0.4,1.2,2.6,1.7,3.7,.457,0.7,0.9,.768,76,15.9,0.8,4.0,0.6,0.8,3.4,1.1,2.0,.553,0.0,0.0,.000,0.8,1.0,1.6,1.1,2.0,.545,0.5,0.6,.759,95,10.0,0.7,2.7,0.2,0.7,2.3
4153,/players/s/stipast01.html,Steve Stipanovich,1984,1988,C,Missouri,6-11,245,"November 17, 1960",5.0,10.5,.480,0.0,0.1,.091,2.4,1.0,5.8,5.0,10.6,.475,3.6,4.5,.798,<strong>82</strong>,28.2,1.7,13.7,0.9,2.2,7.5,,,,,,,,,,5.5,10.3,.538,3.3,4.5,.721,128,33.0,,14.3,,,
4154,/players/s/stithbr01.html,Bryant Stith,1993,2002,G,Virginia,6-5,208,"December 10, 1970",4.4,9.8,.453,0.0,0.1,.222,2.4,0.2,2.8,4.5,9.9,.450,3.5,4.3,.829,<strong>82</strong>,34.8,1.5,12.5,1.4,1.6,4.3,5.7,11.1,.511,0.9,2.5,.353,1.6,0.4,,6.5,13.5,.483,5.3,6.7,.789,131,33.5,,19.2,1.4,2.1,6.6
4155,/players/s/stithsa01.html,Sam Stith,1962,1962,G,St. Bonaventure,6-2,185,"July 22, 1937",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156,/players/s/stithto01.html,Tom Stith,1963,1963,F,St. Bonaventure,6-5,210,"January 21, 1939",,,,,,,,,,1.5,4.4,.336,,,,25,8.4,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
4157,/players/s/stivral01.html,Alex Stivrins,1986,1993,F,"Creighton, Colorado",6-8,220,"November 29, 1962",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,10.6,.530,2.7,4.5,.604,56,34.8,,13.9,,,
4158,/players/s/stockda01.html,David Stockton,2015,2018,G,Gonzaga,5-11,165,"June 24, 1991",0.0,0.0,,0.7,1.0,.667,0.0,0.0,0.0,0.7,1.0,.667,1.3,1.3,1.000,3,3.0,0.0,3.3,0.0,0.3,0.0,1.1,2.2,.515,0.5,1.7,.306,3.1,0.1,1.5,1.6,3.8,.424,1.1,1.5,.700,138,19.9,0.1,4.8,1.2,1.5,1.6
4159,/players/s/stockjo01.html,John Stockton,1985,2003,G,Gonzaga,6-1,170,"March 26, 1962",2.8,5.5,.501,0.0,0.2,.133,7.4,0.1,1.8,2.8,5.7,.489,2.1,2.5,.839,82,23.6,0.4,7.7,1.9,2.0,2.2,,,,,,,,,,4.8,8.6,.559,2.9,4.1,.719,107,31.6,,12.5,,,
4160,/players/s/stojape01.html,Peja Stojaković,1999,2011,F,,6-10,229,"June 9, 1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,/players/s/stokeed01.html,Ed Stokes,1998,1998,C,Arizona,7-0,264,"September 3, 1971",,,,,,,,,,,,,,,,,,,,,,,3.1,6.0,.515,0.0,0.0,,0.5,1.4,,3.1,6.0,.515,1.9,3.1,.624,121,20.8,,8.1,0.5,1.4,5.3
4162,/players/s/stokegr01.html,Greg Stokes,1986,1990,F-C,Iowa,6-10,220,"August 5, 1963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,10.8,.545,3.0,4.6,.646,120,30.6,,14.7,,,
4163,/players/s/stokeja01.html,Jarnell Stokes,2015,2017,F-C,Tennessee,6-9,263,"January 7, 1994",0.4,0.7,.600,0.0,0.0,,0.1,0.0,0.4,0.4,0.7,.600,0.1,0.3,.500,7,2.6,0.1,1.0,0.1,0.0,0.6,4.7,8.9,.532,0.0,0.0,.000,1.5,1.1,5.7,4.7,8.9,.530,3.5,5.6,.628,87,29.7,3.9,13.0,0.7,2.1,9.6
4164,/players/s/stokema01.html,Maurice Stokes,1956,1958,F-C,Saint Francis University,6-7,232,"June 17, 1933",,,,,,,,,,6.0,17.3,.347,,,,<strong>72</strong>,38.3,,15.6,,,,,,,,,,,,,9.9,23.3,.427,,,,54,,,25.2,,,
4165,/players/s/stolkar01.html,Art Stolkey,1947,1947,G,Detroit Mercy,6-1,180,"October 23, 1920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,/players/s/stollra01.html,Randy Stoll,1968,1968,C,Washington State,6-7,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4167,/players/s/stonedi01.html,Diamond Stone,2017,2017,C,Maryland,6-11,255,"February 10, 1997",,,,,,,,,,,,,,,,,,,,,,,4.8,8.4,.568,0.0,0.0,,0.4,1.6,3.2,4.8,8.4,.568,2.9,3.8,.761,35,23.1,2.2,12.5,0.5,1.5,5.4
4168,/players/s/stonege01.html,George Stone,1969,1972,F,Marshall,6-7,195,"February 9, 1946",5.4,11.9,.452,0.8,2.5,.316,1.7,,4.7,6.2,14.4,.429,2.9,3.7,.781,83,31.8,2.0,16.0,,,6.6,,,,,,,,,,9.2,20.3,.454,,,,77,,,22.4,,,
4169,/players/s/stoneju01.html,Julyan Stone,2012,2018,G,Texas-El Paso,6-6,200,"December 7, 1988",0.5,0.5,1.000,0.0,0.0,,0.5,0.0,0.3,0.5,0.5,1.000,0.8,1.0,.750,4,7.0,0.5,1.8,0.3,0.5,0.8,1.5,2.9,.504,0.4,1.4,.265,5.2,0.4,4.8,1.8,4.3,.425,1.8,2.9,.617,138,30.9,0.7,5.8,1.5,1.9,5.5
4170,/players/s/storeaw01.html,Awvee Storey,2005,2008,G-F,"Illinois, Arizona State",6-6,222,"April 18, 1977",0.5,1.4,.382,0.1,0.3,.429,0.2,0.0,0.6,0.6,1.6,.390,0.3,0.6,.571,25,4.6,0.3,1.7,0.1,0.2,0.9,4.1,8.9,.465,0.0,0.1,.222,2.9,0.1,,4.2,9.0,.462,1.8,2.8,.629,85,23.0,,10.1,0.7,1.8,7.1
4171,/players/s/stoudda01.html,Damon Stoudamire,1996,2008,G,Arizona,5-10,171,"September 3, 1973",4.8,11.2,.426,2.2,6.1,.355,8.8,0.2,3.0,7.0,17.4,.401,4.1,5.0,.823,81,40.9,1.1,20.2,1.5,3.6,4.1,2.8,5.4,.514,2.2,5.5,.402,5.4,0.1,,5.0,10.9,.457,2.8,3.5,.804,123,29.8,,15.0,1.4,3.1,3.8
4172,/players/s/stoudsa01.html,Salim Stoudamire,2006,2008,G,Arizona,6-1,179,"October 11, 1982",2.0,4.4,.448,0.9,2.5,.361,1.0,0.0,1.1,2.9,7.0,.416,1.0,1.1,.897,61,17.0,0.1,7.7,0.3,0.9,1.2,2.1,4.3,.488,2.7,5.8,.458,2.0,0.1,1.8,4.8,10.1,.471,3.0,3.5,.870,129,29.8,0.4,15.2,0.8,2.0,2.2
4173,/players/s/stoudam01.html,Amar'e Stoudemire,2003,2016,F-C,,6-10,245,"November 16, 1982",7.5,15.6,.477,0.0,0.1,.200,1.4,1.6,6.2,7.5,15.7,.475,5.6,7.9,.713,55,36.8,2.9,20.6,1.2,3.2,9.0,,,,,,,,,,,,,,,,,,,,,,
4174,/players/s/stovapa01.html,Paul Stovall,1973,1974,F,Arizona State,6-4,215,"August 16, 1948",2.8,5.6,.493,0.0,0.0,,0.9,0.5,2.8,2.8,5.6,.493,2.2,3.4,.636,13,14.9,1.6,7.7,0.3,1.6,4.5,,,,,,,,,,,,,,,,,,,,,,
4175,/players/s/strawdj01.html,D.J. Strawberry,2008,2008,G,Maryland,6-5,201,"June 15, 1985",,,,,,,,,,,,,,,,,,,,,,,3.0,5.9,.503,0.6,1.9,.330,2.9,0.4,2.3,3.6,7.8,.461,2.3,3.7,.640,111,26.9,1.0,10.1,1.8,2.2,3.3
4176,/players/s/strawjo01.html,Joe Strawder,1966,1968,C,Bradley,6-10,235,"September 21, 1940",,,,,,,,,,3.6,8.4,.426,,,,79,27.3,,9.5,,,,,,,,,,,,,6.4,13.4,.481,,,,58,,,16.7,,,
4177,/players/s/stricbi01.html,Bill Stricker,1971,1971,F,University of the Pacific,6-9,210,"January 22, 1948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4178,/players/s/stricer01.html,Erick Strickland,1997,2005,G,Nebraska,6-3,210,"November 25, 1973",2.3,5.9,.382,0.7,2.4,.294,2.5,0.1,1.9,3.0,8.3,.357,1.0,1.3,.774,67,22.5,0.5,7.6,0.8,1.6,2.4,2.8,5.6,.504,1.4,4.0,.349,3.3,0.3,,4.2,9.6,.439,2.7,3.4,.776,127,25.5,,12.5,2.0,2.6,4.0
4179,/players/s/stricma01.html,Mark Strickland,1995,2003,F,Temple,6-9,210,"July 14, 1970",,,,,,,,,,,,,,,,,,,,,,,3.2,6.3,.512,0.0,0.0,.000,0.2,1.9,,3.2,6.4,.509,1.0,2.3,.414,95,29.6,,7.5,0.9,,6.1
4180,/players/s/stricro02.html,Rod Strickland,1989,2005,G,DePaul,6-3,175,"July 11, 1966",4.1,8.9,.461,0.1,0.4,.267,5.7,0.2,2.1,4.2,9.2,.454,2.1,3.4,.626,<strong>82</strong>,26.1,1.1,10.6,1.5,2.1,3.2,,,.562,,,.464,6.4,0.2,,6.6,12.3,.534,3.1,5.0,.626,87,33.1,,16.6,2.3,2.9,3.4
4181,/players/s/stricro01.html,Roger Strickland,1964,1964,F,Jacksonville University,6-5,200,"September 4, 1940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,/players/s/stroejo01.html,John Stroeder,1988,1989,F,Montana,6-10,260,"July 24, 1958",0.4,1.0,.400,0.0,0.0,,0.6,0.4,1.8,0.4,1.0,.400,0.0,0.0,,5,4.4,1.0,0.8,0.0,0.6,2.8,,,,,,,,,,3.8,7.5,.507,,,,98,27.2,,9.7,,,
4183,/players/s/stronde01.html,Derek Strong,1992,2001,F,Xavier,6-8,220,"February 9, 1968",1.7,3.7,.452,0.2,0.3,.500,0.6,0.0,3.3,1.8,4.0,.457,3.0,3.7,.800,23,14.7,1.7,6.8,0.5,0.6,5.0,4.4,7.7,.573,0.0,0.0,,0.7,0.6,,4.4,7.7,.573,4.7,5.8,.802,96,27.4,,13.4,0.8,2.2,8.4
4184,/players/s/strotla01.html,Lamont Strothers,1992,1993,G,Christopher Newport University,6-4,190,"May 10, 1968",2.0,5.3,.375,0.2,1.4,.154,1.4,0.0,0.7,2.2,6.8,.328,0.9,1.1,.800,9,15.3,0.9,5.6,0.9,1.7,1.6,,,,,,,,,,,,,,,,,,,,,,
4185,/players/s/stroujo01.html,John Stroud,1981,1981,F,Ole Miss,6-7,215,"October 29, 1957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,15.4,.527,,,,110,38.2,,21.2,,,
4186,/players/s/stroure01.html,Red Stroud,1968,1968,G,Mississippi State,6-0,160,"May 2, 1941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4187,/players/s/strusma01.html,Max Strus,2020,2021,G,"Lewis (IL), DePaul",6-5,215,"March 28, 1996",0.9,1.0,.897,1.3,3.8,.338,0.6,0.1,0.9,2.2,4.8,.455,0.4,0.6,.667,39,13.0,0.1,6.1,0.3,0.2,1.1,3.2,6.2,.515,2.9,8.4,.350,2.5,0.5,4.5,6.1,14.5,.420,3.4,4.2,.825,66,36.6,1.3,18.6,1.1,2.3,5.8
4188,/players/s/stuckro01.html,Rodney Stuckey,2008,2017,G,Eastern Washington,6-5,210,"April 21, 1986",4.8,10.6,.453,0.3,1.0,.295,4.9,0.1,2.6,5.1,11.6,.439,2.9,3.7,.803,79,31.9,0.9,13.4,1.0,2.2,3.5,6.4,11.9,.540,1.7,5.2,.317,4.8,0.3,3.6,8.1,17.1,.472,6.5,8.1,.806,59,33.1,1.1,24.4,2.3,3.5,4.7
4189,/players/s/stumpge01.html,Gene Stump,1948,1950,F-G,DePaul,6-2,185,"November 13, 1923",,,,,,,,,,3.4,10.4,.333,,,,56,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,
4190,/players/s/stutzst01.html,Stan Stutz,1947,1949,G-F,Rhode Island,5-10,170,"April 14, 1920",,,,,,,,,,2.3,10.7,.218,,,,47,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
4191,/players/s/suitega01.html,Gary Suiter,1971,1971,C-F,Midwestern State University,6-9,225,"January 18, 1945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,/players/s/sullija01.html,Jared Sullinger,2013,2017,F,Ohio State,6-9,260,"March 4, 1992",4.4,9.3,.475,0.8,2.8,.269,1.6,0.7,4.9,5.2,12.1,.427,2.1,2.7,.778,74,27.6,3.3,13.3,0.5,1.6,8.1,5.8,10.8,.541,0.3,0.7,.365,1.2,0.8,6.4,6.1,11.5,.530,4.9,6.7,.733,74,31.0,3.3,17.3,1.1,1.8,9.7
4193,/players/s/summeda01.html,DaJuan Summers,2010,2013,F,Georgetown,6-8,230,"January 24, 1988",0.9,2.2,.396,0.4,1.0,.429,0.1,0.0,0.5,1.3,3.1,.406,0.4,0.9,.450,22,9.0,0.1,3.4,0.1,0.6,0.5,2.2,4.2,.522,1.4,4.1,.353,1.3,0.6,3.1,3.6,8.3,.439,2.5,3.4,.727,101,27.6,1.3,11.2,1.0,2.2,4.4
4194,/players/s/sumneed01.html,Edmond Sumner,2018,2021,G,Xavier,6-4,196,"December 31, 1995",0.7,1.6,.405,0.3,1.2,.259,0.4,0.2,0.7,1.0,2.8,.344,0.7,1.0,.625,23,9.1,0.4,2.9,0.5,0.4,1.0,2.9,6.0,.483,0.6,2.2,.285,3.8,0.4,3.0,3.5,8.2,.429,3.7,5.1,.730,58,26.6,0.5,11.4,1.2,2.2,3.5
4195,/players/s/sumptba01.html,Barry Sumpter,1989,1989,F-C,"Louisville, Austin Peay State University",6-11,215,"November 11, 1965",,,,,,,,,,,,,,,,,,,,,,,,,.559,,,,1.2,1.5,,6.5,11.7,.559,2.3,4.0,.573,29,29.1,,15.3,1.0,2.1,9.5
4196,/players/s/sundedo01.html,Don Sunderlage,1954,1955,G,Illinois,6-1,180,"December 20, 1929",,,,,,,,,,0.7,3.0,.248,,,,45,9.0,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
4197,/players/s/sundobr01.html,Bruno Šundov,1999,2005,C,,7-2,220,"February 10, 1980",0.9,2.2,.387,0.0,0.0,,0.1,0.1,0.5,0.9,2.2,.387,0.1,0.1,1.000,14,4.4,0.4,1.9,0.1,0.3,0.9,,,,,,,,,,,,,,,,,,,,,,
4198,/players/s/sundvjo01.html,Jon Sundvold,1984,1992,G,Missouri,6-2,170,"July 2, 1961",2.2,5.0,.436,0.2,0.5,.316,2.8,0.0,0.7,2.3,5.5,.425,0.7,0.8,.814,73,15.8,0.2,5.5,0.5,1.2,1.0,,,,,,,,,,4.9,9.9,.493,2.7,3.1,.848,128,33.5,,12.5,,,
4199,/players/s/surabo01.html,Bob Sura,1996,2005,G,Florida State,6-5,200,"March 25, 1973",2.4,5.2,.473,0.6,2.0,.323,4.8,0.4,2.8,3.1,7.2,.431,2.4,3.9,.614,82,27.7,0.9,9.2,1.1,2.2,3.8,4.3,8.3,.523,1.8,5.4,.336,3.7,0.3,,6.1,13.7,.450,3.8,5.8,.652,119,33.6,,17.9,1.8,3.4,6.0
4200,/players/s/surhodi01.html,Dick Surhoff,1953,1954,F,Long Island University,6-4,210,"November 16, 1929",,,,,,,,,,1.3,4.0,.333,,,,32,11.2,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,
4201,/players/s/sutorge01.html,George Sutor,1968,1970,C,La Salle,6-8,235,"September 14, 1943",2.2,6.2,.350,0.0,0.0,,0.4,,2.7,2.2,6.2,.350,1.1,1.8,.623,64,13.8,2.7,5.5,,,5.4,,,,,,,,,,5.3,12.2,.434,,,,71,,,13.7,,,
4202,/players/s/suttlda01.html,Dane Suttle,1984,1985,G,Pepperdine,6-3,190,"August 9, 1961",1.0,2.0,.500,0.0,0.2,.000,0.3,0.0,0.5,1.0,2.2,.462,0.3,0.3,1.000,6,4.0,0.0,2.3,0.2,0.2,0.5,,,,,,,,,,6.5,12.1,.534,3.2,4.0,.814,105,28.5,,16.2,,,
4203,/players/s/suttogr01.html,Greg Sutton,1992,1996,G,Oral Roberts,6-2,170,"December 3, 1967",,,,,,,,,,,,,,,,,,,,,,,4.7,11.2,.419,3.0,9.0,.331,3.2,0.5,,7.6,20.1,.379,3.7,5.6,.656,28,33.4,,21.9,1.6,3.9,4.3
4204,/players/s/swageke01.html,Keith Swagerty,1969,1970,F,University of the Pacific,6-7,235,"October 30, 1945",4.7,11.4,.412,0.0,0.1,.000,1.2,,6.4,4.7,11.5,.410,3.3,5.5,.608,77,31.8,4.2,12.7,,,10.7,,,,,,,,,,,,,,,,,,,,,,
4205,/players/s/swainbe01.html,Bennie Swain,1959,1959,F,Texas Southern,6-8,220,"December 16, 1933",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,/players/s/swanica01.html,Caleb Swanigan,2018,2020,F,Purdue,6-9,260,"April 18, 1997",0.8,2.2,.370,0.0,0.3,.143,0.5,0.0,2.2,0.9,2.5,.340,0.3,0.4,.667,21,8.5,0.8,2.0,0.3,0.9,3.0,4.2,7.9,.537,0.9,2.3,.376,2.4,0.5,8.2,5.1,10.2,.501,3.3,4.4,.760,69,29.2,2.2,14.4,0.4,3.0,10.4
4207,/players/s/swansno01.html,Norm Swanson,1954,1954,F,Detroit Mercy,6-6,210,"October 4, 1930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208,/players/s/swartda01.html,Dan Swartz,1963,1963,F,Morehead State University,6-4,215,"December 23, 1934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,/players/s/sweetmi01.html,Mike Sweetney,2004,2007,F,Georgetown,6-8,275,"October 25, 1982",3.1,5.8,.533,0.0,0.0,.000,0.6,0.4,3.2,3.1,5.8,.531,2.3,3.1,.749,77,19.6,2.2,8.4,0.4,1.4,5.4,6.3,11.6,.546,0.0,0.0,.000,1.8,1.9,5.6,6.3,11.6,.544,5.6,7.7,.727,96,29.0,3.6,18.2,1.1,2.5,9.2
4210,/players/s/swiftro01.html,Robert Swift,2005,2009,C,,7-0,245,"December 3, 1985",2.6,5.1,.515,0.0,0.0,,0.2,1.2,3.6,2.6,5.1,.515,1.1,1.9,.582,47,21.0,2.0,6.4,0.3,1.0,5.6,,,,,,,,,,,,,,,,,,,,,,
4211,/players/s/swiftsk01.html,Skeeter Swift,1970,1974,G,East Tennessee State University,6-3,204,"June 19, 1946",4.5,9.3,.487,0.5,1.9,.260,3.4,,2.2,5.0,11.2,.449,2.6,3.1,.837,80,26.7,0.8,13.1,,2.5,2.9,,,,,,,,,,7.1,15.9,.445,,,,76,,,18.0,,,
4212,/players/s/swiftst01.html,Stromile Swift,2001,2009,F,LSU,6-9,225,"November 21, 1979",4.3,8.9,.482,0.0,0.0,.000,0.7,1.7,4.0,4.3,9.0,.480,3.2,4.5,.711,68,26.5,2.4,11.8,0.8,1.8,6.3,4.9,8.4,.585,0.2,0.7,.242,0.7,2.6,,5.1,9.0,.560,3.1,5.1,.613,50,26.6,,13.4,1.3,2.5,7.0
4213,/players/s/swinsaa01.html,Aaron Swinson,1995,1995,F,Auburn,6-5,230,"January 9, 1971",,,,,,,,,,,,,,,,,,,,,,,7.0,11.5,.611,0.0,0.0,.000,1.0,0.3,,7.0,11.5,.609,2.9,4.6,.625,82,32.3,,16.9,0.8,,7.8
4214,/players/s/sypa01.html,Pape Sy,2011,2011,F,,6-7,225,"April 5, 1988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,/players/s/sydnobu01.html,Buck Sydnor,1947,1947,G,Western Kentucky,5-10,175,"September 19, 1921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,/players/s/sykesla01.html,Larry Sykes,1996,1996,F,Xavier,6-9,255,"April 11, 1973",,,,,,,,,,,,,,,,,,,,,,,2.3,4.5,.512,0.0,0.0,.000,1.0,0.2,,2.3,4.5,.511,1.2,2.2,.540,105,19.1,,5.8,0.7,,5.2
4217,/players/s/szabobr01.html,Brett Szabo,1997,1997,C,Augustana College (SD),6-11,230,"February 1, 1968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4218,/players/s/szczewa02.html,Wally Szczerbiak,2000,2009,F,Miami University,6-7,244,"March 5, 1977",5.4,10.3,.526,0.3,0.9,.338,3.2,0.4,3.8,5.7,11.2,.510,2.2,2.5,.870,82,34.8,1.6,14.0,0.7,1.7,5.5,4.4,8.0,.558,1.9,4.5,.431,2.2,0.8,,6.4,12.5,.512,2.9,3.5,.809,105,30.4,,17.6,0.8,2.4,6.3
4219,/players/s/szczewa01.html,Walt Szczerbiak,1972,1972,F,George Washington,6-6,210,"August 21, 1949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,/players/t/tabakza01.html,Žan Tabak,1995,2001,C,,7-0,245,"June 15, 1970",3.4,6.2,.545,0.0,0.0,.000,0.9,0.5,3.0,3.4,6.2,.543,1.0,1.7,.561,67,19.9,1.7,7.7,0.4,1.5,4.8,,,,,,,,,,,,,,,,,,,,,,
4221,/players/t/tabusyu01.html,Yuta Tabuse,2005,2005,G,Brigham Young University Hawaii,5-9,165,"October 5, 1980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,/players/t/taftch01.html,Chris Taft,2006,2006,F,Pitt,6-10,260,"March 10, 1985",,,,,,,,,,,,,,,,,,,,,,,4.9,8.7,.569,0.0,0.0,,1.1,1.7,4.4,4.9,8.7,.569,2.1,3.7,.564,65,26.0,3.1,12.0,0.4,1.4,7.5
4223,/players/t/tanensi01.html,Sid Tanenbaum,1948,1949,G,NYU,6-0,160,"October 8, 1925",,,,,,,,,,3.2,10.9,.291,,,,46,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,
4224,/players/t/tarladr01.html,Dragan Tarlać,2001,2001,C,,6-10,260,"May 9, 1973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,/players/t/tarplro01.html,Roy Tarpley,1987,1995,C-F,Michigan,6-11,230,"November 28, 1964",5.5,10.9,.503,0.0,0.1,.000,1.1,1.1,7.4,5.5,11.0,.500,2.5,3.4,.740,81,28.5,4.4,13.5,1.3,2.1,11.8,,,,,,,,,,5.2,9.9,.522,2.8,3.6,.774,122,26.5,,13.1,,,
4226,/players/t/tartle01.html,Levern Tart,1968,1971,G-F,Bradley,6-2,195,"June 1, 1942",10.0,23.1,.433,0.0,0.3,.083,3.5,,,10.0,23.4,.428,6.8,8.7,.779,42,42.1,,26.9,,,6.5,,,,,,,,,,5.2,11.0,.478,,,,73,,,14.4,,,
4227,/players/t/tateja01.html,Jae'Sean Tate,2021,2021,F,Ohio State,6-4,230,"October 28, 1995",,,,,,,,,,,,,,,,,,,,,,,4.5,7.6,.588,0.3,1.0,.277,1.7,0.5,4.2,4.8,8.6,.552,1.9,3.5,.555,129,28.0,1.8,11.7,1.1,1.8,6.0
4228,/players/t/tatumea01.html,Earl Tatum,1977,1980,G-F,Marquette,6-5,185,"July 26, 1953",6.2,13.3,.469,,,,3.6,0.5,2.6,6.2,13.3,.469,1.9,2.4,.781,82,30.8,1.0,14.3,1.7,2.2,3.6,,,,,,,,,,5.3,11.0,.478,,,,103,34.6,,12.0,,,
4229,/players/t/tatumja01.html,Jayson Tatum,2018,2021,F,Duke,6-8,210,"March 3, 1998",4.4,9.2,.483,1.5,3.9,.373,2.1,0.7,5.2,5.9,13.1,.450,2.5,2.9,.855,79,31.1,0.9,15.7,1.1,1.5,6.0,4.3,8.6,.504,1.4,4.0,.342,2.1,1.1,6.0,5.7,12.6,.452,4.1,4.8,.849,29,33.3,1.3,16.8,1.3,2.6,7.3
4230,/players/t/tavarwa01.html,Edy Tavares,2016,2017,C,,7-3,260,"March 22, 1992",2.0,2.5,.800,0.0,0.0,,0.5,3.0,3.5,2.0,2.5,.800,0.0,1.5,.000,2,14.0,2.0,4.0,0.0,1.0,5.5,,,,,,,,,,,,,,,,,,,,,,
4231,/players/t/tayloan01.html,Anthony Taylor,1989,1989,G,Oregon,6-4,175,"November 30, 1965",,,,,,,,,,,,,,,,,,,,,,,,,.477,,,.403,2.6,0.2,,6.2,13.2,.470,3.9,5.0,.795,115,36.0,,16.9,1.3,2.6,4.0
4232,/players/t/taylobr01.html,Brian Taylor,1973,1982,G,Princeton,6-2,185,"June 9, 1951",4.7,9.8,.484,0.1,0.4,.276,4.5,0.3,1.6,4.8,10.2,.476,1.3,1.9,.699,75,33.4,1.2,11.1,2.1,2.2,2.9,,,,,,,,,,9.9,19.5,.510,,,,51,,,24.3,,,
4233,/players/t/taylodo01.html,Donell Taylor,2006,2007,G,"Okaloosa-Walton Community College, UAB",6-6,180,"July 26, 1982",1.1,2.6,.431,0.1,0.4,.176,1.0,0.1,0.8,1.2,3.0,.400,0.2,0.4,.524,47,7.9,0.3,2.7,0.4,0.5,1.1,3.2,5.9,.535,1.0,2.8,.341,2.4,0.4,2.6,4.1,8.7,.473,2.4,3.3,.732,65,23.2,1.1,11.6,1.8,2.3,3.7
4234,/players/t/taylofa01.html,Fatty Taylor,1970,1977,G,La Salle,6-0,175,"March 13, 1946",2.1,4.4,.474,0.0,0.3,.182,2.7,,1.9,2.1,4.7,.458,2.1,3.0,.684,84,19.4,1.2,6.4,,1.7,3.1,,,,,,,,,,3.6,7.8,.464,,,,50,,,9.3,,,
4235,/players/t/taylofr01.html,Fred Taylor,1971,1972,G-F,University of Texas-Pan American,6-5,180,"February 5, 1948",,,,,,,,,,1.1,3.4,.308,,,,34,8.3,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
4236,/players/t/taylois01.html,Isaiah Taylor,2017,2018,G,Texas,6-3,170,"July 11, 1994",2.1,4.6,.461,0.3,1.2,.250,3.1,0.1,1.1,2.4,5.8,.418,1.5,2.1,.702,67,17.4,0.3,6.6,0.5,1.3,1.4,4.1,9.8,.419,0.4,1.3,.294,4.5,0.1,2.7,4.5,11.1,.404,4.3,5.4,.792,92,30.8,0.4,13.6,1.0,2.3,3.1
4237,/players/t/tayloja01.html,Jay Taylor,1990,1990,G,Eastern Illinois University,6-3,190,"October 3, 1967",,,,,,,,,,,,,,,,,,,,,,,,,.560,,,.375,2.5,0.1,,6.2,12.1,.513,3.6,4.8,.743,115,29.3,,16.7,1.2,2.6,4.3
